name,brand,vintage,varietal_label,wine_type,appellation,designation,rating,review,reviewer,retail,state,slug,pub_date_web,alcohol,country
Le Casque 2019 Roussanne (Sierra Foothills),Le Casque,2019,Roussanne,White,Sierra Foothills,,91,"This attractive, full-bodied wine offers subtlety in flavor, richness in texture and a good sense of concentration that gives it length on the finish. It's a good bet for cellaring, since time should open up more mineral and lanolin notes. Best from 2022.",J.G.,28,California,le-casque-2019-roussanne-sierra-foothills,2020-12-31,0.1370,USA
Le Casque 2019 Marsanne (Sierra Foothills),Le Casque,2019,Marsanne,White,Sierra Foothills,,89,"This subtle, tangy, medium-bodied wine shows a great acid-to-ripeness balance and offers a combo of subdued apricot and white-peach flavors to savor.",J.G.,28,California,le-casque-2019-marsanne-sierra-foothills,2020-12-31,0.1310,USA
Le Casque 2019 Grenache Blanc (Sierra Foothills),Le Casque,2019,Grenache Blanc,White,Sierra Foothills,,90,"This medium-bodied wine is fashioned in a richer style than many, offering tempting lemon-zest aromas and generous pear and fresh apple flavors. A luscious mouthfeel and an addition of 18% Picpoul Blanc add to its charm.",J.G.,28,California,le-casque-2019-grenache-blanc-sierra-foothills,2020-12-31,0.1330,USA
Le Casque 2019 Adrian White (Sierra Foothills),Le Casque,2019,Rhône-style White Blend,White,Sierra Foothills,Adrian,92,"Great depth, layering and complexity make this full-bodied wine something to linger over. Notes of pear, cream and vanilla harmonize on a nicely viscous texture that extends the finish. It's a blend of Grenache Blanc, Roussanne and Picpoul Blanc.",J.G.,30,California,le-casque-2019-adrian-white-sierra-foothills,2020-12-31,0.1350,USA
Le Casque 2019 Damiano Vineyard Viognier (Placer County),Le Casque,2019,Viognier,White,Placer County,Damiano Vineyard,92,"Aromas of citrus flowers and flavors of ripe pear and marzipan make this full-bodied, barrel-fermented wine tempting and delicious. A creamy texture, good depth of flavor and lingering finish all contribute to its impressive quality.",J.G.,30,California,le-casque-2019-damiano-vineyard-viognier-placer-county,2020-12-31,0.1410,USA
Le Casque 2019 Calotte White (Sierra Foothills),Le Casque,2019,Rhône-style White Blend,White,Sierra Foothills,Calotte,90,"This well-balanced blend combines good fruit concentration with a touch of tanginess in the texture, offering crisp apple and ripe peach notes that build on the palate. It is superclean and fresh to sip.",J.G.,24,California,le-casque-2019-calotte-white-sierra-foothills,2020-10-01,0.1310,USA
Lava Cap 2019 Estate Bottled Sauvignon Blanc (El Dorado),Lava Cap,2019,Sauvignon Blanc,White,El Dorado,Estate Bottled,90,"Figgy aromas lead to subdued but tangy flavors of green apple, mineral and mild herb in this subtle, medium-bodied, well-balanced wine. It's not overtly fruity, but well worth sipping for its complexity.",J.G.,20,California,lava-cap-2019-estate-bottled-sauvignon-blanc-el-dorado,2020-12-31,0.1400,USA
Las Positas 2019 Estate Albariño (Livermore Valley),Las Positas,2019,Albariño,White,Livermore Valley,Estate,90,"Vibrant, crisp and fruity, this well-balanced wine offers crystal-clear flavors of green apple and white peach on a lively texture. It is extremely appetizing and food friendly.",J.G.,35,California,las-positas-2019-estate-albarino-livermore-valley,2020-07-01,0.1310,USA
Las Positas 2019 Estate Verdelho (Livermore Valley),Las Positas,2019,Verdelho,White,Livermore Valley,Estate,89,"Honey-like aromas and generous honeydew-melon flavors make this medium-bodied wine superfruity and focused. As ripe and bursting as the flavors are, the balance is good from a touch of tangy acidity.",J.G.,35,California,las-positas-2019-estate-verdelho-livermore-valley,2020-10-01,0.1370,USA
Lapis Luna 2019 Pauli Ranch Sauvignon Blanc (North Coast),Lapis Luna,2019,Sauvignon Blanc,White,North Coast,Pauli Ranch,88,"An abundance of tropical-fruit flavors gives this full-bodied wine a festive feel. Scents of kiwi, pineapple and banana lead to fresh and vivid fruit flavors, lightly accented by vanilla.",J.G.,13,California,lapis-luna-2019-pauli-ranch-sauvignon-blanc-north-coast,2020-07-01,0.1380,USA
LangeTwins 2019 Diablo Vineyard Moscato (Clarksburg),LangeTwins,2019,Moscato,White,Clarksburg,Diablo Vineyard,87,"This semisweet wine makes a good case for Moscato as a dinner, or better, lunch wine. Picture the petrol and peach aromas and lush honey and apricot flavors with fried chicken or fish and chips.",J.G.,20,California,langetwins-2019-diablo-vineyard-moscato-clarksburg,2020-12-31,0.1200,USA
LangeTwins 2019 Estate Grown Moscato (Clarksburg),LangeTwins,2019,Moscato,White,Clarksburg,Estate Grown,90,Soaring honeysuckle aromas and vivid peach and pistachio flavors make this slightly sweet and light-bodied wine a pleasure to sip.,J.G.,15,California,langetwins-2019-estate-grown-moscato-clarksburg,2020-12-31,0.1200,USA
LangeTwins 2019 Estate Grown Musque Clone Sauvignon Blanc (Lodi),LangeTwins,2019,Sauvignon Blanc,White,Lodi,Estate Grown Musque Clone,89,"Effusive floral and fruit-bowl aromas lead to fresh, tangy lemon-zest and grapefruit flavors in this light-bodied wine. It's something bright and palate-cleansing for the cocktail hour.",J.G.,15,California,langetwins-2019-estate-grown-musque-clone-sauvignon-blanc-lodi,2020-12-31,0.1250,USA
Lange 2019 Classiqué Chardonnay (Willamette Valley),Lange,2019,Chardonnay,White,Willamette Valley,Classiqué,91,"A fine value, this is loaded with vivid flavors of grapefruit, apple flesh, apple skin and mixed citrus. It's tart but not sour, with the sort of steely acidity that makes a great match with shellfish.",P.G.,19,Oregon,lange-2019-classique-chardonnay-willamette-valley,2020-10-01,0.1320,USA
Lange 2019 Reserve Pinot Gris (Willamette Valley),Lange,2019,Pinot Gris,White,Willamette Valley,Reserve,91,"There's some extra concentration in the reserve, which retains the tart, bracing freshness of the regular bottling. Fermented in a mix of neutral oak puncheons and concrete, it's loaded with gooseberry, citrus, lemon rind and minerals.",P.G.,28,Oregon,lange-2019-reserve-pinot-gris-willamette-valley,2020-10-01,0.1340,USA
Lange 2019 Classiqué Pinot Gris (Willamette Valley),Lange,2019,Pinot Gris,White,Willamette Valley,Classiqué,90,"So young and fresh it's still got a bit of light fizz (CO2) going on, this is a bracing wine, with lemon verbena, green apple, lemon oil and a palate-cleansing minerality. Made for early drinking, it's best with a light chill.",P.G.,19,Oregon,lange-2019-classique-pinot-gris-willamette-valley,2020-10-01,0.1320,USA
Lail 2019 Blueprint Sauvignon Blanc (Napa Valley),Lail,2019,Sauvignon Blanc,White,Napa Valley,Blueprint,94,"This white is fermented in French oak barrels, 30% of them new, and then aged in stainless steel—offering the best of both worlds. Quenching flavors of stone fruit highlight a rounded, rich palate, dusted in dried herb and earth.",V.B.,40,California,lail-2019-blueprint-sauvignon-blanc-napa-valley,2020-12-31,0.1410,USA
Laetitia 2019 Estate Chardonnay (Arroyo Grande Valley),Laetitia,2019,Chardonnay,White,Arroyo Grande Valley,Estate,91,"Soft and subtle aromas of nectarine and peach are cut by lime juice and baked grapefruit, with a warmer macadamia nut tone as well. The palate is fresh in feel, with light lemon flavors that are rounded by a baked apple element.",M.K.,22,California,laetitia-2019-estate-chardonnay-arroyo-grande-valley,2020-12-01,0.1340,USA
Lady Hill 2019 Pinot Gris (Willamette Valley),Lady Hill,2019,Pinot Gris,White,Willamette Valley,,90,"Fermented in both steel and oak vessels, this combines steel's zest and spice with oak's smooth and slightly buttery mouthfeel. Lemon rind, grapefruit and apple flavors are featured, and a hint of baking spices adds further flavor interest.",P.G.,22,Oregon,lady-hill-2019-pinot-gris-willamette-valley,2020-12-01,0.1390,USA
Lady Hill 2019 Pinot Blanc (Willamette Valley),Lady Hill,2019,Pinot Blanc,White,Willamette Valley,,88,"Clean and crisp, this opens with fresh scents of herbs and citrus, and follows with tart fruit flavors of citrus and apple. Lemon is the dominant citrus note, and the tangy acidity reflects the moderate level of alcohol.",P.G.,22,Oregon,lady-hill-2019-pinot-blanc-willamette-valley-pinot-blanc,2020-12-01,0.1270,USA
Ladera 2019 Sauvignon Blanc (Napa Valley),Ladera,2019,Sauvignon Blanc,White,Napa Valley,,92,"From a site in Oak Knoll planted to both Sauvignon Blanc and Sauvignon Musque grapes, the latter of which is represented here at 25%, this is a high-toned white, with grip and texture. Legume, quince and lime meet floral aromas of jasmine that accent the fruit and delicate oak well.",V.B.,36,California,ladera-2019-sauvignon-blanc-napa-valley,2020-11-01,0.1400,USA
La Randonnée 2019 Sauvignon Blanc (Yamhill-Carlton),La Randonnée,2019,Sauvignon Blanc,White,Yamhill-Carlton,,88,"A severe style with the emphasis on searingly tart, grassy gooseberry flavors. The high acids bring grapefruit and lemon flavors front and center. Despite the acids, there's just enough remaining grape sugar to soften it up a touch. Try this with shellfish, especially raw oysters.",P.G.,23,Oregon,la-randonnee-2019-sauvignon-blanc-yamhill-carlton,2020-10-01,0.1290,USA
La Marea 2019 Kristy Vineyard Albariño (Monterey County),La Marea,2019,Albariño,White,Monterey County,Kristy Vineyard,91,"Rainy cement, Meyer lemon rind and very tight apple aromas show on the nose of this single-vineyard expression. The palate shows both brisk, sizzling acidity and warmer tones of baked pear, with a taut texture holding firm into the bubblegum-kissed finish.",M.K.,24,California,la-marea-2019-kristy-vineyard-albarino-monterey-county,2020-10-01,0.1320,USA
La Honda Winery 2019 Sauvignon Blanc (California),La Honda Winery,2019,Sauvignon Blanc,White,California,,89,"Green-apple, blooming jasmine and peach aromas show on the nose of this bottling, which is a blend of Santa Cruz Mountains and Dry Creek Valley grapes. There's a brisk sizzle of acidity at first on the sip, and then come ripe and broad peach, melon and green apple flavors.",M.K.,26,California,la-honda-winery-2019-sauvignon-blanc-california-sauvignon-blanc,2020-08-01,0.1340,USA
La Crema 2019 Sauvignon Blanc (Sonoma County),La Crema,2019,Sauvignon Blanc,White,Sonoma County,,90,"Given time in both oak and stainless steel, this lively white is grassy and lively in stone fruit, with an enduring crispness to the texture. Bright and food-friendly, it offers wide appeal and elegance.",V.B.,25,California,la-crema-2019-sauvignon-blanc-sonoma-county,2020-12-31,0.1350,USA
La Chouette 2019 Pinot Gris (Willamette Valley),La Chouette,2019,Pinot Gris,White,Willamette Valley,,88,"This is solidly varietal, with strong fruit components of melon and pear. Full bodied and fruit-forward, it's styled for drinking while young, perhaps chilled a bit, and served outdoors with a summer picnic.",P.G.,24,Oregon,la-chouette-2019-pinot-gris-willamette-valley,2020-07-01,0.1300,USA
L'Ecole No. 41 2019 Chardonnay (Columbia Valley (WA)),L'Ecole No. 41,2019,Chardonnay,White,Columbia Valley (WA),,90,"The aromas draw you into the glass, with notes of toast, corn silk, spice and peach. Full feeling stone fruit flavors follow. A pleasing sense of acidity ties it all together.",S.S.,20,Washington,lecole-no-41-2019-chardonnay-columbia-valley-wa,2020-11-01,0.1350,USA
L'Ecole No. 41 2019 Luminesce Estate Grown Seven Hills Vineyard Sauvignon Blanc-Semillon (Walla Walla Valley (WA)),L'Ecole No. 41,2019,Sauvignon Blanc-Semillon,White,Walla Walla Valley (WA),Luminesce Estate Grown Seven Hills Vineyard,92,"This wine is equally split between the two varieties. Pleasing aromas of pear, citrus, fig, mineral and herb are followed by rounded, textured flavors that lead to a warm finish. The acidity is heightened compared to recent vintages, making the flavors snap. Give it a few years in the cellar to see it at its best.",S.S.,22,Washington,lecole-no-41-2019-luminesce-estate-seven-hills-vineyard-sauvignon-blanc-semillon-walla-walla-valley-wa-bordeaux-style-white-blend,2020-11-01,0.1400,USA
L'Ecole No. 41 2019 Old Vines Chenin Blanc (Yakima Valley),L'Ecole No. 41,2019,Chenin Blanc,White,Yakima Valley,Old Vines,91,"This wine is consistently one of the best values from the state or the country for that matter. The aromas leap up, with notes of passion fruit, guava and kiwi. The palate is broad and flavorful, with vibrant, mouthwatering acidity. It's a stylistic shift from recent vintages, with the coolness of the season and October frost making it considerably more nervy and edgy.",S.S.,15,Washington,lecole-no-41-2019-old-vines-chenin-blanc-yakima-valley,2020-08-01,0.1300,USA
Kunde 2019 Magnolia Lane Estate Grown Sauvignon Blanc (Sonoma Valley),Kunde,2019,Sauvignon Blanc,White,Sonoma Valley,Magnolia Lane Estate Grown,87,"High-toned layers of lemon, grapefruit and wet stone highlight sizzling acidity in this light, crisp white from the estate. Floral aromas of honeysuckle add a pretty element that accents the fruit.",V.B.,18,California,kunde-2019-magnolia-lane-estate-grown-sauvignon-blanc-sonoma-valley,2020-12-01,0.1380,USA
Kudos 2019 Pinot Gris (Willamette Valley),Kudos,2019,Pinot Gris,White,Willamette Valley,,87,"This is done in a straightforward, no-frills style. Crunchy pear fruit comes across clean and simple, with balancing acidity and a quick, crisp finish.",P.G.,14,Oregon,kudos-2019-pinot-gris-willamette-valley,2020-12-01,0.1340,USA
Kudos 2019 Riesling (Willamette Valley),Kudos,2019,Riesling,White,Willamette Valley,,90,"Succulent, dry and tangy, this bring zippy citrus fruit flavors of grapefruit and tangerine. It's refreshing and well balanced, with just enough residual sugar to offset the searing acidity.",P.G.,14,Oregon,kudos-2019-riesling-willamette-valley,2020-12-01,0.1290,USA
Kokomo 2019 Timber Crest Vineyard Sauvignon Blanc (Dry Creek Valley),Kokomo,2019,Sauvignon Blanc,White,Dry Creek Valley,Timber Crest Vineyard,90,"Dry, steely and stony, with a floral backbone and fleshy midpalate, this crisp vineyard-designate delivers focused flavors of green apple, grapefruit and tangerine. The acidity persists through a textured finish with just a tease of cut grass.",V.B.,24,California,kokomo-2019-timber-crest-vineyard-sauvignon-blanc-dry-creek-valley,2020-08-01,0.1340,USA
Knights Bridge 2019 Pont De Chevalier Sauvignon Blanc (Knights Valley),Knights Bridge,2019,Sauvignon Blanc,White,Knights Valley,Pont De Chevalier,90,"Made in a sweetly effusive and rich style, this tastes of mango, pineapple and a hint of vanilla, the oak minimal and well integrated.",V.B.,40,California,knights-bridge-2019-pont-de-chevalier-sauvignon-blanc-knights-valley,2020-12-31,0.1450,USA
Knights Bridge 2019 Fairview Sauvignon Blanc (Knights Valley),Knights Bridge,2019,Sauvignon Blanc,White,Knights Valley,Fairview,90,"With a lush, opulent structure, this estate white is weighty and thick, with dense layers of vanilla bean and stone fruit. Dried herb, lemongrass and a touch of nutmeg ride an oak-influenced finish.",V.B.,70,California,knights-bridge-2019-fairview-sauvignon-blanc-knights-valley,2020-12-01,0.1450,USA
Kirkland Signature 2019 Chardonnay (California),Kirkland Signature,2019,Chardonnay,White,California,,88,This wine bursts with bright fruit aromas and flavors ranging from fresh mint to pineapple and poached pear. A medium body and soft acidity keep the mouthfeel soothing.,J.G.,8,California,kirkland-signature-2019-chardonnay-california,2020-11-01,0.1450,USA
Kirkland Signature 2019 Pinot Grigio (California),Kirkland Signature,2019,Pinot Grigio,White,California,,88,"Don't be put off by the box format. Floral aromas and ripe melon and citrus flavors dominate this enjoyable, medium- to full-bodied wine. It feels nicely round and mouthfilling in texture.",J.G.,13,California,kirkland-signature-2019-pinot-grigio-california,2020-09-01,0.1200,USA
Kiona 2019 Chenin Blanc (Columbia Valley (WA)),Kiona,2019,Chenin Blanc,White,Columbia Valley (WA),,90,"Aromas of whole honeydew melon and pear lead to tangy, lightly spritzy, off-dry flavors that show a lot of intensity. The acidity is lovely, upping the interest. It needs some time to full settle in, but it has all of the stuffing.",S.S.,15,Washington,kiona-2019-chenin-blanc-columbia-valley-wa,2020-08-01,0.1380,USA
Kinero 2019 Alice Grenache Blanc (Paso Robles),Kinero,2019,Grenache Blanc,White,Paso Robles,Alice,92,Tightly wound aromas of Asian pear and pomelo pith make for a tense and vibrant entry to this bottling. It's soft and delicate on the palate yet with a firm line of lime-driven tension that cuts through the baked apple and poached pear flavors.,M.K.,25,California,kinero-2019-alice-grenache-blanc-paso-robles,2020-11-01,0.1360,USA
Kerloo 2019 Blue Mountain Vineyard Grenache Blanc (Walla Walla Valley (WA)),Kerloo,2019,Grenache Blanc,White,Walla Walla Valley (WA),Blue Mountain Vineyard,88,"Aromas of almond skin, wet stone, cheese, whole lemon and herbs lead to a full-feeling palate that shows a lot of texture and nuance. It glides on the finish. The lees impact is a little upfront at present. Perhaps it integrates with time?",S.S.,20,Washington,kerloo-2019-blue-mountain-vineyard-grenache-blanc-walla-walla-valley-wa-other-white,2020-09-01,0.1270,USA
Kenzo Estate 2019 Asatsuyu Sauvignon Blanc (Napa Valley),Kenzo Estate,2019,Sauvignon Blanc,White,Napa Valley,Asatsuyu,96,"This remarkable white includes 9% Sémillon, the whole aged in half French oak and half stainless steel. Invitingly floral, with an effusive landscape of citrus, pear and vanilla cookie. Focused, bright and opulently layered, it has structure and grace that last for days.",V.B.,80,California,kenzo-estate-2019-asatsuyu-sauvignon-blanc-napa-valley,2020-09-01,0.1420,USA
Kendric 2019 Proprietor Grown Viognier (Petaluma Gap-Marin County),Kendric,2019,Viognier,White,Petaluma Gap-Marin County,Proprietor Grown,90,"Big flavors and a full rich texture make this wine very robust, mouthfilling and delicious. Luckily it has good acidity to nicely balance the ripe apricot and orange-blossom notes.",J.G.,24,California,kendric-2019-proprietor-grown-viognier-petaluma-gap-marin-county,2020-10-01,0.1370,USA
Kendall-Jackson 2019 Pinot Gris (California),Kendall-Jackson,2019,Pinot Gris,White,California,,88,"This well-balanced and nicely fruity wine offers honeydew-melon flavors, lively acidity and a very fresh, palate-cleansing texture—a versatile wine for all seasons.",J.G.,15,California,kendall-jackson-2019-pinot-gris-california,2020-11-01,0.1350,USA
Kendall-Jackson 2019 Vintner's Reserve Sauvignon Blanc (California),Kendall-Jackson,2019,Sauvignon Blanc,White,California,Vintner's Reserve,90,"Lots of bright, ripe fruit flavors and great acidity give this full-bodied wine plenty of charm. Tangy citrus and apricot aromas meet zesty but rich flavors in this superconsistent wine.",J.G.,15,California,kendall-jackson-2019-vintners-reserve-sauvignon-blanc-california,2020-10-01,0.1350,USA
Kendall-Jackson 2019 avant unoaked Chardonnay (California),Kendall-Jackson,2019,Chardonnay,White,California,avant unoaked,88,"Lots of fresh apple and a touch of lemon give this medium-bodied wine an appealing, fruity profile, while a touch of good acidity keeps it feeling fresh and well balanced.",J.G.,17,California,kendall-jackson-2019-avant-unoaked-chardonnay-california-chardonnay,2020-10-01,0.1350,USA
Kason 2019 Pinot Gris (Willamette Valley),Kason,2019,Pinot Gris,White,Willamette Valley,,88,"Despite the low finished alcohol, this is not a tart or acidic wine. Rather it feels almost syrupy, though it is completely dry. There are thick fruit flavors of apple and pear, and a wash of vanilla cream as it trails out. Drink now and over the next two years.",P.G.,20,Oregon,kason-2019-pinot-gris-willamette-valley,2020-12-01,0.1220,USA
Joyce 2019 Mission Ranch Albariño (Arroyo Seco),Joyce,2019,Albariño,White,Arroyo Seco,Mission Ranch,91,"Gardenia, pear-flesh and lime-balm aromas converge of the nose of this refreshing bottling. There's a strong lime-peel tension to the sip, where touches of green pear are wrapped around a tightly spun texture.",M.K.,24,California,joyce-2019-mission-ranch-albarino-arroyo-seco,2020-10-01,0.1230,USA
Josh Cellars 2019 Chardonnay (California),Josh Cellars,2019,Chardonnay,White,California,,88,"Subtle oak spices and a lot of ripe, delicious pear and peach flavors drive this medium- to full-bodied wine. The texture is broad and mouthfilling while a crisp apple acidity keeps it lively.",J.G.,15,California,josh-cellars-2019-chardonnay-california,2020-11-01,0.1350,USA
Josh Cellars 2019 Sauvignon Blanc (California),Josh Cellars,2019,Sauvignon Blanc,White,California,,87,"This light-bodied wine offers vibrant lemon and lime flavors, good acidity and a mouth-cleansing texture.",J.G.,15,California,josh-cellars-2019-sauvignon-blanc-california,2020-11-01,0.1320,USA
Josh Cellars 2019 Pinot Grigio (California),Josh Cellars,2019,Pinot Grigio,White,California,,86,"A slightly smoky, petrol aroma and lip-smacking apricot flavors help this light-bodied wine stand out. It's a bit earthy and unorthodox but fun to drink.",J.G.,15,California,josh-cellars-2019-pinot-grigio-california,2020-11-01,0.1200,USA
JosephJane 2019 Pinot Gris (Southern Oregon),JosephJane,2019,Pinot Gris,White,Southern Oregon,,88,"This approaches off-dry with its honeyed semi-sweet fruit flavors. Apple, melon and pineapple are in the mix, forward and fresh, with a touch of herb framing the finish.",P.G.,22,Oregon,josephjane-2019-pinot-gris,2020-11-01,0.1260,USA
JosephJane 2019 Chardonnay (Southern Oregon),JosephJane,2019,Chardonnay,White,Southern Oregon,,88,"Precise, punchy and fruit-focused, this offers lightly tropical flavors of banana, green pineapple and papaya. A bit of barrel aging has helped to smooth it out, and added a finishing note of vanilla.",P.G.,24,Oregon,josephjane-2019-chardonnay,2020-11-01,0.1300,USA
Joseph Phelps 2019 Estate Grown Sauvignon Blanc (St. Helena),Joseph Phelps,2019,Sauvignon Blanc,White,St. Helena,Estate Grown,94,"Offering tremendous value for the price, this is a lively, seamless and textured white wine from estate grapes that shows elegance and length. Green apple, apricot and lemongrass highlight a sublime core of integrated finesse and complexity.",V.B.,45,California,joseph-phelps-2019-estate-grown-sauvignon-blanc-st-helena,2020-12-31,0.1410,USA
Joseph Jewell 2019 Grist Vineyard Sauvignon Blanc (Dry Creek Valley),Joseph Jewell,2019,Sauvignon Blanc,White,Dry Creek Valley,Grist Vineyard,90,"Floral and steely more than fruity, this grippy white is light and structured, with strong herbal and earthy elements of wet stone and legume. The finishing touch is defined in lemon peel, both in flavor and texture.",V.B.,24,California,joseph-jewell-2019-grist-vineyard-sauvignon-blanc-dry-creek-valley,2020-10-01,0.1320,USA
Joseph Jewell 2019 Raymond Burr Vineyard Vermentino (Dry Creek Valley),Joseph Jewell,2019,Vermentino,White,Dry Creek Valley,Raymond Burr Vineyard,93,"From the vineyard grafted to Vermentino in 2017, this wine shows how wise it was to try such a variety in this hot appellation while being beautifully floral in lemon peel. Grip and texture present along a steely, high-toned palate of green apple.",V.B.,24,California,joseph-jewell-2019-raymond-burr-vineyard-vermentino-dry-creek-valley,2020-10-01,0.1360,USA
Joel Gott 2019 Sauvignon Blanc (California),Joel Gott,2019,Sauvignon Blanc,White,California,,87,"Full bodied and mouthfilling, this is a big, rich wine that lavishes ripe apple, melon and vanilla flavors on a rather viscous texture.",J.G.,15,California,joel-gott-2019-sauvignon-blanc-california,2020-09-01,0.1390,USA
Jax 2019 Y3 Sauvignon Blanc (Napa Valley),Jax,2019,Sauvignon Blanc,White,Napa Valley,Y3,90,"Stainless-steel fermented, this white is grassy and herbal, with sizzling acidity. With no oak influence it dazzles in fresh, focused lemon and peach.",V.B.,18,California,jax-2019-y3-sauvignon-blanc-napa-valley,2020-12-01,0.1320,USA
Januik 2019 Sagemoor Vineyards Sauvignon Blanc (Columbia Valley (WA)),Januik,2019,Sauvignon Blanc,White,Columbia Valley (WA),Sagemoor Vineyards,91,"Ask Mike Januik what makes Washington Sauvignon Blanc so good and he gives a simple answer: the Sémillon. That's the case here, with the variety making up 20% of the wine and showing itself. Aromas of fig and spice are followed by textured flavors and a lingering finish.",S.S.,20,Washington,januik-2019-sagemoor-vineyards-sauvignon-blanc-columbia-valley-wa,2020-11-01,0.1350,USA
Jaine 2019 Sustainable Vineyards Sauvignon Blanc (Columbia Valley (WA)),Jaine,2019,Sauvignon Blanc,White,Columbia Valley (WA),Sustainable Vineyards,92,"This is a new, white wine dedicated winery and a sensational debut. The aromas are compelling, with notes of lemon pith, herb and the underside of a pineapple, unmistakably Sauvignon Blanc. The flavors are generous, intense, with a lot of texture. Mouthwatering acidity finishes it off. It's a big-time winner—everything you could want from this variety. Bravo!",S.S.,24,Washington,jaine-2019-sustainable-vineyards-sauvignon-blanc-columbia-valley-wa,2020-12-01,0.1270,USA
Jaine 2019 Sustainable Vineyards Chardonnay (Columbia Valley (WA)),Jaine,2019,Chardonnay,White,Columbia Valley (WA),Sustainable Vineyards,90,"This is stainless steel fermented and aged. The aromas are bright, with notes of cantaloupe, pear and banana. Fresh fruit flavors follow, with an appealing sense of texture and the acidity that this vintage brings.",S.S.,24,Washington,jaine-2019-sustainable-vineyards-chardonnay-columbia-valley-wa,2020-12-01,0.1280,USA
J.C. Somers 2019 Croft Vineyard Sauvignon Blanc (Willamette Valley),J.C. Somers,2019,Sauvignon Blanc,White,Willamette Valley,Croft Vineyard,92,"Jay Somers, who has worked with Croft fruit for the past 20 years, launches his new brand with this outstanding Sauvignon Blanc. Powerful flavors of grapefruit, pineapple and gooseberry pierce through with peppery thistle. The flavors are crisp, lingering and beautifully defined.",P.G.,29,Oregon,j-c-somers-2019-croft-vineyard-sauvignon-blanc-willamette-valley,2020-11-01,0.1300,USA
J. Wilkes 2019 Pinot Blanc (Santa Maria Valley),J. Wilkes,2019,Pinot Blanc,White,Santa Maria Valley,,91,"A testament to why this grape deserves more attention in the region, this white begins with lightly aromatic hints of jasmine, pear and wet stone. The palate is brisk and taut, offering underripe orange, apple peel and nectarine flavors.",M.K.,25,California,j-wilkes-2019-pinot-blanc-santa-maria-valley,2020-11-01,0.1300,USA
J. Lohr 2019 Flume Crossing Sauvignon Blanc (Arroyo Seco),J. Lohr,2019,Sauvignon Blanc,White,Arroyo Seco,Flume Crossing,90,"For those seeking a crisp and grassy Sauvignon Blanc, this is always a great option. Aromas of lawn clippings, lime peels and grapefruit skins lead into a palate of the same, along with Granny Smith apple peels and a hint of bell pepper.",M.K.,14,California,j-lohr-2019-flume-crossing-sauvignon-blanc-arroyo-seco,2020-12-01,0.1350,USA
Itä 2019 1 of 2 Les Collines Vineyard Sémillon (Walla Walla Valley (WA)),Itä,2019,Sémillon,White,Walla Walla Valley (WA),1 of 2 Les Collines Vineyard,91,"Fermented and aged in stainless steel, aromas of fig, talc and lemon are followed by focused, sleek flavors and tart, lemony acidity. It's a wonderfully acid driven offering of this variety.",S.S.,25,Washington,ita-2019-1-of-2-les-collines-vineyard-semillon-walla-walla-valley-wa-semillon,2020-11-01,0.1200,USA
Itä 2019 2 of 2 Les Collines Vineyard Sémillon (Walla Walla Valley (WA)),Itä,2019,Sémillon,White,Walla Walla Valley (WA),2 of 2 Les Collines Vineyard,91,"Fermented and aged in neutral oak, the aromas are light initially, with notes of wet rock, fig and spice. The palate brings a sense of creamy texture yet remains sleek, with lemony acidity stitching it together. It's as much about feel as flavor, with acid in the driver's seat.",S.S.,25,Washington,ita-2019-2-of-2-les-collines-vineyard-semillon-walla-walla-valley-wa-semillon,2020-11-01,0.1240,USA
Imagery 2019 Sauvignon Blanc (California),Imagery,2019,Sauvignon Blanc,White,California,,86,"This smooth and straightforward wine is medium bodied, fairly neutral in flavor and easy to sip.",J.G.,20,California,imagery-2019-sauvignon-blanc-california,2020-12-31,0.1250,USA
Iconic 2019 Sidekick Chardonnay (California),Iconic,2019,Chardonnay,White,California,Sidekick,87,"This wine tastes lively, medium bodied, and not oaky, relying on crisp citrus flavors and a tangy texture for its considerable charm.",J.G.,18,California,iconic-2019-sidekick-chardonnay-california-chardonnay,2020-10-01,0.1410,USA
Hyland 2019 Old Vine Single Vineyard Riesling (McMinnville),Hyland,2019,Riesling,White,McMinnville,Old Vine Single Vineyard,93,"There's no telling how much longer these old vines, planted in the early 1970s, will last. This is a landmark wine for Oregon, one of a vanishing breed. It's finished dry and tart, with lip-licking lemon, grapefruit and green apple crunch and bite. Let it breathe and flavors of pear and lemongrass develop, with a lasting scent of honeysuckle.",P.G.,28,Oregon,hyland-2019-old-vine-single-vineyard-riesling-mcminnville,2020-12-01,0.1260,USA
Husch 2019 Estate Bottled Dry Gewurztraminer (Anderson Valley),Husch,2019,Gewurztraminer,White,Anderson Valley,Estate Bottled Dry,91,"Wonderful litchi aromas and rose-petal flavors give this smooth and richly textured wine a compelling expression of a famously floral grape variety. With just a touch of residual sugar, the wine's full body and mouthfilling effect help the flavors linger on the finish.",J.G.,15,California,husch-2019-estate-bottled-dry-gewurztraminer-anderson-valley,2020-12-01,0.1370,USA
Husch 2019 D Chenin Blanc (Mendocino),Husch,2019,Chenin Blanc,White,Mendocino,D,90,"Quite tangy but also concentrated, this medium-bodied wine blends crisp apple-peel flavors with ripe peaches for a mouthfilling, almost-sweet yet vibrant profile.",J.G.,15,California,husch-2019-d-chenin-blanc-mendocino,2020-12-01,0.1330,USA
